block_hash,block_number,block_timestamp,transaction_hash,transaction_index,event_index,from_address,to_address,token_id,quantity,event_type
0x27613e62dff95efc039d639dcb43fd484858fd28f1c68add8d52f5bf9f0c413a,18909169,2024-01-01 00:55:59,0xbddbc08b4d1fedd4733dbf3db6a781800089b86fa8b2e0017d11e1d0b64496ba,104,125,0x0000000000000000000000000000000000000000,0xf936fede04ddd3e98c386c858aa9b422702b666d,216,1.0,ERC-721
0x3cc15cf351652c13533b0682c5bc4f617671eaa3eb5fb66fe1f4cae914e46344,18909363,2024-01-01 01:35:23,0x7b65154880f6d06e8d6a632dbbae023851ec7a95e7f4eeea3627c90676de7709,104,252,0x2f62f2b4c5fcd7570a709dec05d68ea19c82a9ec,0x3f4c246383538499847401541782bf33a3bf4bcb,,2.2047383485855503e+21,ERC-20
0x64eab92514a070e2413dd443088b48e25e75ac9b88b3e311dea05652fa952560,18909219,2024-01-01 01:06:11,0x10ae485342df5c5da6ca3eefe6fed5093a22191dc278d142c7dea3d812d83e0a,71,85,0x1111111254eeb25477b68fb85ed929f73a960582,0x248c7bbd9665f5eb9bdcdc6d0500495a487be355,,2473814939.0,ERC-20
0x00bbd0b77afba2bb2823c2e67ecd1816372f26dfead6d631a36ffa1803918117,18909072,2024-01-01 00:36:35,0xccc4b41f345deb2eaea1d72e36317021f203f3155afff3194af72cbba393f25a,17,55,0xc1237653748b3ac6ef87225be31b9ac6c84f3a26,0x3c2136a1485709c1c17ca2ca7cf251b7d9a82389,,176212512739080.0,ERC-20
0x62239c649224f349977014df07b5d643410862f0620beddde67111ef2079f1d6,18909512,2024-01-01 02:05:35,0x8c096777a0c13bcb03ab23e3c9f9f2ba6f9c712081e04f18cee73dd15735762f,175,236,0x84abb10fa97d9b08e6f1e1f837b43ddf1fdf216a,0xc32b5b624eb24a38708f3872fa2d3e72efb33ab7,2582,1.0,ERC-721
0x4c2ca1b52069de9cd2669d7c147f5a529a5d64bc51296b02d5118e2d19804b44,18908977,2024-01-01 00:17:11,0x097e8e2479ba1c729359a9db1aafa9c4289f709f0c3c1ad1a3dcb96da13b4265,173,609,0x0000000000000000000000000000000000000000,0x98b7fd1dd25fcf12938ee36d8bc9e51990fc6341,,0.0,ERC-20
0x46c6778aa0326d802b14da26928971e21b98fec895f84845be2a9e04cb931dc8,18909489,2024-01-01 02:00:59,0x7db3716f273794a157bd4d5419d5e62611dfb4dd1f64f8e8ff8b0fa494488278,119,282,0x91c9d2bc19b19d7da22b9b9db67f4c4fcb0bf8c6,0x0c30062368eefb96bf3ade1218e685306b8e89fa,,1.958825e+17,ERC-20
0x1c5258b08964de2ee296b8c4254a68ab5eb419ea14e6a619e8016d9e58ad5eba,18909166,2024-01-01 00:55:23,0x46c2805545d11bfa5b9d1b953158cd7ff7b0b2fb686a689b9b1de0ce9f612cbc,53,112,0x8bb954061bc14bee33e3a108c355fb0f0980ca2d,0xef2b91e5b414085be6e6baf9aa7fe400e60fedcc,,3.086963270663572e+26,ERC-20
0x0eb3c9fb4d342fa924062c308aad6721710a2e392f6cf75c8ab8a57a3734dc5e,18909153,2024-01-01 00:52:47,0x44faae82a229de3a42df361cfba95326c7cc99170df0f203b66f71ee2aa40b20,128,267,0x7bdb64fb70adb01c7bbfed98e4def7df70c8318b,0x9778ac3d5a2f916aa9abf1eb85c207d990ca2655,,1.093295350727081e+27,ERC-20
0x11510f04071234e662392e06309180e0ce3da509aff34e58b7a6788bc6187226,18909441,2024-01-01 01:51:11,0x7523b2103aae27b5f22263cc2128feeb2ac78480f46b9cb971d5d09227dfe985,134,231,0x95ff3f04eccfa15a2bd12d6daf3ccfc5ad354510,0x29469395eaf6f95920e59f858042f0e28d98a20b,,5.1e+17,ERC-20
0x62d6bc599eed8b9edb057b7dccd5363bcb3e52f502d460db3c2fc00d00e0c4e7,18909046,2024-01-01 00:31:23,0x304889791732eeb3bc0e27440f3f985ffa81b1024023104e2a696db55125398e,154,233,0x0dee2824d5d30c17a4d4a0d3c77cc3de70196899,0x35809c5d404803ecd179c18615e98a5cb8491832,,2477397180047.0,ERC-20
0x339d62df7760e4ce03d7a46c145017322a8db289de51b17217422deb506db056,18909370,2024-01-01 01:36:47,0x84708bdfbeb8688bd459feb25e8fa5af6a186a9ce36e3c2d7282b5d260122262,18,91,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,0x286774e88f83a6829ad2e8c36114e06aaf7dcf3e,,12226317905.0,ERC-20
0x58d59df4d2819d7a02ab9650dec78d6e086894235f730bd322c25bf040fff613,18909470,2024-01-01 01:57:11,0xe5b0434f63e6a3d37796221be0a8658cd0af4991e6100e9c8872b4d2f7bc4a2e,102,219,0x9f7f50a5c8fa82ac0b8a4880309c5ff178c39a06,0xb8001c3ec9aa1985f6c747e25c28324e4a361ec1,,96000000.0,ERC-20
0x0c2ceb8f8df6eb2f1e21ee1758c9789a57c2439e23bdb7fbb520e8de39357024,18909476,2024-01-01 01:58:23,0xc13e579235235a1df4cac5b6f93aba693c745f025ea9e79790f829651d1ee8f0,19,104,0x0d0707963952f2fba59dd06f2b425ace40b492fe,0x267361b5338b593a4c4e4788567bdcb0f070dde7,,4.7298207396433e+25,ERC-20
0x61c4f9ba2e10d99ae50164e2112a447383b99da9f287538abc32fb1e3473d253,18909001,2024-01-01 00:22:11,0xb4655820abf8d948bf9369bb8384273ca25f8d1b378cd1f9e801f174736d85a3,251,318,0x4301e505a1d34641c18955a39bab91875abc6ae1,0x4f9a1647caffda71f2e1878f6c72a06d02f876ae,,1.033e+24,ERC-20
0x1f4701c9f169d7f8d3291037983e8b83dac58cb5057bce9a56db3b6afd483e20,18909275,2024-01-01 01:17:35,0x4a72a045054fd3d5d1ec0ffb9dbdc713a9ffa43bd44944e66a7453c94f5b8017,237,345,0x0000000000000000000000000000000000000000,0x9a78a78e36ff6d434c4637771bd58e7e8d1b0706,,0.0,ERC-20
0x4bd6cd00e43c06c284f42fbd00f0b3cc8e2204771eee9610da765112457c490a,18909468,2024-01-01 01:56:47,0x26fa3ae0b8ba30c9ac99a410f1d5fffb056042b473ac290769451788f0d1de79,89,185,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xdc95346d5580fee505bba6047d14373fb983ebed,,1e+17,ERC-20
0x1e11d765bf9e30c27c7b696f05261abe0404fdec5f553a180667729e1b1dba05,18909465,2024-01-01 01:56:11,0xa4a5f8d440b3e632bdcdcdf618270d37799531f0f4134225b93b2bc7d03046a8,15,54,0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,0xc926c8edc45811e2d0283047687d53e9de6841d5,,1.741478219990084e+26,ERC-20
0x335179eea20150b26adaaefa7e437e63d72f27b6f56a2d11c092ec0e8c833f50,18909310,2024-01-01 01:24:35,0xf53a6bc6a8d0d9a8f043c6e6967eae1a4c84d7f45ba057ec236b0f419870cf11,74,96,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,0x1111111254eeb25477b68fb85ed929f73a960582,,4.312642444272585e+17,ERC-20
0x4c2ca1b52069de9cd2669d7c147f5a529a5d64bc51296b02d5118e2d19804b44,18908977,2024-01-01 00:17:11,0x097e8e2479ba1c729359a9db1aafa9c4289f709f0c3c1ad1a3dcb96da13b4265,173,613,0x0000000000000000000000000000000000000000,0x6b21bbb1e563e15d4a83473cc94438a108dea653,,0.0,ERC-20
0x2a79b02130e059ca0142348215156d35040e091d6cd2c6888aebd2b05dd7aacf,18908926,2024-01-01 00:06:35,0x6d60d23fa3b106c45c47b4b595e43474b471dcade486819478b91c424d86e7ad,30,118,0x28c6c06298d514db089934071355e5743bf21d60,0x51c72848c68a965f66fa7a88855f9f7784502a7f,,2.39354e+23,ERC-20
0x30813d99407d172138e7221fc90138bc09667b2dd54cde57bac5b00631aa4bf1,18908989,2024-01-01 00:19:35,0x24d6594909f0cbf23091809ab598d6604c2616ce250c92647e6d7b6a5fb3bc97,35,277,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x2d12fcd3e9e5123fff75b30383d60ba1c6921a4a,,4.5588452433482665e+20,ERC-20
0x507aade444aa5cb5495e064d6efafbced9d830b2111f00663f479b6b51f1bc97,18909510,2024-01-01 02:05:11,0x1926dfba45e9c870fb8e63aaf4868ffcfce85664aa08d2b58801e99b681b5ce7,107,152,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x2b76272f365d4d44b159e06496ebc77e01ed0d7e,,4.848901925832549e+16,ERC-20
0x3cf7de18944ec32f2704fcb9fb6a1fd6e7a0843c34f46ac31e1f227509a049a9,18909006,2024-01-01 00:23:11,0x95683b1a84bc5e866c031a1ec54eb25db9da390550f4094453b2c11becea6a01,154,442,0x0000000000000000000000000000000000000000,0xaa5c8908aadc2f3bcaca03969c3e612e5a0937fd,,0.0,ERC-20
0x04774987a336d62fd2ba5516d1f9393e18a831eb0fcaa9f058c2e79cdc5711b3,18909173,2024-01-01 00:56:47,0x6e20cd42780b2eecd120e91ae5be2a4c78ae1e7a3e6c2a3c8471f470b4f9f7ba,80,253,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,,394537325.0,ERC-20
0x60d65d0187a56f9c110ec53df155b2c382c1dbb498fb1a256e259961fd465a76,18909131,2024-01-01 00:48:23,0x1892ec3de8b7da132e6c43b9b486be46935a7842f0a41a5875de1c448fe2dfb9,132,296,0xf1637adedeb89559c70481c3cb4f74ebac80d829,0x000000000000000000000000000000000000dead,0,1.0,ERC-1155
0x4b891f44cdfe1c7bbfb2dd48420799758e47bbd0f807efbac1b10655268e1324,18909244,2024-01-01 01:11:23,0x26b9932e79f23cf56022ca643a4b8f3b91dfd16e1ec9bad36d13b2813bf7aa1f,26,4,0xfcfeab3a6e261e45e0656a64281742d23155d3dc,0xff53ed450a957091816820d2fa07dabe381e5dfc,,87384000.0,ERC-20
0x62f25b5a9f55ccdc34df0ab13649dd310aeed7158bc6405779bf85900a229e22,18908896,2024-01-01 00:00:23,0xd24882d3033857517c2deb1fc5aca32e4fca80cf51e05ae8e1962371427d274e,103,198,0x209a6f33aae5aa23a817829aa91715db09144c21,0x28c6c06298d514db089934071355e5743bf21d60,,7.78e+20,ERC-20
0x2b8a3e44fb528e6cd34c5d3782a88fdf84b84d863e66363a108b1e9df5e87c2b,18909392,2024-01-01 01:41:11,0x55e2042bead047a092f4e22cd03d85b6eb71afd0d2cfaf5768707fbe47982116,121,247,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,0xe3d441cc7373a65885806767d6b82577e960b8fc,,1552144907.0,ERC-20
0x272e018edcddd41cbc98601420c047dbdf648787f39eaaecae5031b97572da2b,18909159,2024-01-01 00:53:59,0x501294234e2315d0ae260a7653b2e0d908bed5940366242a6eda5170be7a1af6,18,45,0xd07e86f68c7b9f9b215a3ca3e79e74bf94d6a847,0xfcf99480a2ba373c51544476aac0a2bbfa7e0add,,1.9191727998086312e+21,ERC-20
0x30b7e4caf9d96f9f9a85b3d7388e980a5753fa08deaf1caba20d2466f3f978a5,18909022,2024-01-01 00:26:35,0xea5b4773dd9e1d389a329d65d4d2b1454e00ddfdc622c9aefff26ff24c2add5d,20,141,0x80a64c6d7f12c47b7c66c5b4e20e72bc1fcd5d9e,0x916314ff59d622dcbf1eeab91b323ea721e3696e,,1e+17,ERC-20
0x19fb19fae4683b81ae8f511dce49a4655b08b7847c4d79f53888fc8a29425afa,18909042,2024-01-01 00:30:35,0xa086dd37d15dde9550ba6ca5e76cfebaea4cee9822b5a5711076c81df2426a67,145,226,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0xbcc489a50f0e2f09aec2d6f33ffe950cb6c39295,,3.27145913620425e+17,ERC-20
0x3a08b0eb962541b428297b1fb5b98c97d0fed3f3f3d4a60cc1fbd5b8e379a974,18909188,2024-01-01 00:59:59,0x0169c5b1b50344a4d73327edfa62960a2dd84bd0ab93035bd2324d103aa5868a,97,173,0xc171d4c886f919e574bb3ecc948f6e98e092c353,0x0000000000000000000000000000000000000000,,2.0647406347749904e+20,ERC-20
0x4bd6cd00e43c06c284f42fbd00f0b3cc8e2204771eee9610da765112457c490a,18909468,2024-01-01 01:56:47,0x9822923a9f7b2f38db81ab5eedc7a4478354e203fa65637fcfc1e80c4bee1732,72,156,0x0ca22cc3da9bfb4a45a6f2935949cfa0a7ffaf92,0x611747cc4576aab44f602a65df3557150c214493,20969,1.0,ERC-721
0x1f4701c9f169d7f8d3291037983e8b83dac58cb5057bce9a56db3b6afd483e20,18909275,2024-01-01 01:17:35,0xc39f5699a8384e5dd56bfc9cf5f1d5d16dc6ce5392fb14196ec592f711e4eb8a,238,693,0x0000000000000000000000000000000000000000,0xa2b351bb1c615c484de2928a3804e74b0638f452,,0.0,ERC-20
0x2c094783ab185a4f8eb216258b9673da96d5e8f1b8423c86fa219e1161e343a9,18909335,2024-01-01 01:29:35,0x2ca2da0d392698511a0a44fb22f2a1d8ccebbfa4b46f80e23400bb20ece5159a,22,196,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,0x74de5d4fcbf63e00296fd95d33236b9794016631,,1.223958777998599e+18,ERC-20
0x246eb5d2f22b73e62c57c94fcf969a6415a6ff18c0088a2d65576c84ddb06bae,18909207,2024-01-01 01:03:47,0x9f98902d1edc59f0f4947ad1dfdfef36da768703995105905cdad34dd2050aec,17,15,0x63534b046c63d32eff452f660c51f8e26cdcc467,0x80f4207ba6e61935ef7383c678822cf71dafc2bc,,6e+21,ERC-20
0x47c721c1f1e396d854196be2162823b7acf37e4efda6e2d04facdecb0b44c391,18909045,2024-01-01 00:31:11,0xc884c5f3bc7469e22ec90b9b7a802e8d2079e40d6fbd12d5a7e01976309f9136,25,26,0xdd36ed59e9f0f0ceac10f7fc52e37570bef7ef7e,0x5770815b0c2a09a43c9e5aecb7e2f3886075b605,,1489714247.0,ERC-20
0x30974f190ebf73952b240d28c771bd7c3f655753cfb13c3271b565fef8b28b9c,18909212,2024-01-01 01:04:47,0x5198ea64c58fa2aca7df667540b724ff3792afbbe7b378a78c9f0da00ce7dd98,98,2229,0x787b8840100d9baadd7463f4a73b5ba73b00c6ca,0xff12d754a9d67f8137548df51de5b003cf07e92b,,50000000.0,ERC-20
0x44d56f5cc24b5f38eb334987060e17c2ac332744d9c76e7314d5cc60df04826f,18909123,2024-01-01 00:46:47,0xda8b0c41e3b7f94dac8ae4d67ab31926dc23551770cef1b4c676bc693507fcb1,172,341,0x0000000000000000000000000000000000000000,0x094d8f422931d415cff089bb43fbcbf9b49c7c63,,0.0,ERC-20
0x2b8a3e44fb528e6cd34c5d3782a88fdf84b84d863e66363a108b1e9df5e87c2b,18909392,2024-01-01 01:41:11,0xf0aac6411c081fa09fcdbd02842bf3657a8061bc03cb4fc4cd532faa7a387469,144,326,0x0000000000000000000000000000000000000000,0xc4f30cf74cb71d3d6aee9b1aa512bd56acdd8f40,,0.0,ERC-20
0x479b6281ca2450a8c9a5ad6eb94e4ab5c5286f43cb0f81e9b3df37f21fe95f18,18909304,2024-01-01 01:23:23,0xed1d7737e5dc04734d9f978b86ad39198734fccf776911640ada2b23d800d76c,24,47,0x73743580ae49b4bc13d9579a6eb26c4daad154c6,0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,,332617774.0,ERC-20
0x24900d46e49803c696bdf2af94d0b52c2ecb3f285a6f40471ddc9fa95170fc90,18909143,2024-01-01 00:50:47,0x85a8a77d300c2b7213ef4c5ef0df57499928c3b9a2862ca86d259fc3290103fb,127,346,0x4912a84afa656cdbae9b173e22df2deca9954ce9,0x3de8eb830000f1d914294d000051000031a81d00,,5.971642668673337e+19,ERC-20
0x63a7de0834e178ade300d790f14124a6ee244cd28f8732ae100855cbe9ce6d76,18909495,2024-01-01 02:02:11,0xe6fce37e14b19942d2d838785d8f2c2b59d0906c16c4a25d762d24cdec0cf81c,205,391,0xb227eb108f570fc6ec9b82598c469b93e5e0a7c2,0x928cb5e6b3aa473caa2b9c6bab87078d7bd70e6f,,1.133042428833254e+17,ERC-20
0x18f643c026b593c51b89de6ba07d38f07209bfa73bf4be0401125ef279dda716,18909081,2024-01-01 00:38:23,0x151c0c781354ac90a096aa9b2241cc75004e98dd17901d123d17ca25e956d6b7,120,143,0xae13476c006bf6409735fb1c7b253aa82a555ff3,0x7e7a0e201fd38d3adaa9523da6c109a07118c96a,,1940000000.0,ERC-20
0x0782b6e270dcd1afa830961a5a4557c7fb7b0dcb89039bd9fbd1ae2063151353,18909454,2024-01-01 01:53:59,0xf83afd2d2710df8fecf766e60f08f25a8171cd76693201066fcfb31cec2e14a9,88,208,0x0000000000000000000000000000000000000000,0x9fb7a9ff147f00d96267d7649102f11a79a707e1,,3.1261799e+25,ERC-20
0x3db281d35334cd316faaa47f3cb2dd430a61627680cb82da7959ee548f3029bb,18908920,2024-01-01 00:05:23,0xae16fbae6ebe3d633d71db1401a42df7febe4a3ee8e3927fbaa46f8e9471f047,16,77,0x24ee2c6b9597f035088cda8575e9d5e15a84b9df,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,,1.4625125359973832e+18,ERC-20
0x2f2edf070d6e61c51729656203d2546cd220bc7800eb3cf3c36e6cd06f1d2209,18909127,2024-01-01 00:47:35,0x9a3d978c9a27a174dc86378c2cd3d04fe700e8cf1d1c5a80f1e238b3fc47f174,261,538,0x5e5ccf78a5b6fc0cd2306f0b8723f3986c637535,0xec20b54a327ba05a00e1cb54382f9781ca9297ab,4357,1.0,ERC-721
0x1e11d765bf9e30c27c7b696f05261abe0404fdec5f553a180667729e1b1dba05,18909465,2024-01-01 01:56:11,0xefcbf51887a493ab1204b1c9ae07823f2f441bb3c7af41ac8033f4bc3f7bc2e9,100,138,0xe83652a9fd663b0fc91c690500cda07c1675030c,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,,2.780532414835736e+17,ERC-20
0x1dce7beabf8096b7b48db56930e98a97c1bed9e7fbc6d1a271e80c8788b2e0ec,18908978,2024-01-01 00:17:23,0x7149f81321278e7b8e114b1bf9194d03784b9972bdcc3c588f33e8fe0b3ce4c0,75,296,0x1f858074f7ab4551543b3bc14a70d38532a66f65,0x996e1d4ce3e1e558889832832004b2466153adbe,3961,1.0,ERC-721
0x4c2ca1b52069de9cd2669d7c147f5a529a5d64bc51296b02d5118e2d19804b44,18908977,2024-01-01 00:17:11,0x86993ca7e1c35fa54cc291a163d163d7091fd05765d3e886afc5b5e39a0824dd,80,147,0xc61fd5397d20f4296c8da94d47d71827e44a9240,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,,93210000.0,ERC-20
0x186f42c0dcf3d37216f075bb6533d799cc5f7a1f3da20cef99622dcd05558be0,18909020,2024-01-01 00:26:11,0x29ec2ffd7109fc8e4d67adf8eabbbe6b66732efd0e8059f93ba937b86c6fd0bb,218,346,0x5f65f7b609678448494de4c87521cdf6cef1e932,0x49a95d6717d7db34f92ac1b9512023e1929c276a,,242703754.0,ERC-20
0x18f643c026b593c51b89de6ba07d38f07209bfa73bf4be0401125ef279dda716,18909081,2024-01-01 00:38:23,0xac260131a867a4c92ddf4da9f7d586c21a8d899703eb355be798165c2f92a2b2,93,45,0x9008d19f58aabd9ed0d60971565aa8510560ab41,0x23e3acb3bdc496e4c375466c0342e5abb5999999,,4.677987337678546e+21,ERC-20
0x5cef52d50ea19766791a59fe913af30d3423b8afff56cfbb8fb4dcaf72ef1da0,18909191,2024-01-01 01:00:35,0x8d7676037e21e669fb149e82d0351362274d515348e97f9f37c49435b2a9e91f,45,82,0x1a847b0d11120b8510edcd3c81c4e4249460330a,0x28c6c06298d514db089934071355e5743bf21d60,,1.756e+21,ERC-20
0x62f25b5a9f55ccdc34df0ab13649dd310aeed7158bc6405779bf85900a229e22,18908896,2024-01-01 00:00:23,0x1d5c22e5c59d7946537c55b92ff55a2afbaa381bb8b7cff6f73734ec5b3eb73a,176,315,0x4de01f8b87683d22216f412359c29de634a77367,0xea6097be29a2d2b7541e6a17a0c9688fd08a02ac,,13827609538650.0,ERC-20
0x5adc30cc9b7c22b993d6fd7165eccd2e2442d86d11adc495430377f86e5e4f0a,18909346,2024-01-01 01:31:59,0x91d23a1caa52fb57a9cdd653f2229afbc80f8882d8bea9d631ac0d178496e790,145,379,0xa6be6842b0f0ae6e8b3c773f5893b91a01871615,0x323a947075cd4070d9b0a62be9a6174622c58820,14970,1.0,ERC-721
0x3d0040b2b6f56f35ea22d238f4b8a2a683ef47395563037dc63a6646b112a8ce,18909343,2024-01-01 01:31:11,0x1f8c77dde1fffb4cabbf069ec4184a1d52d55a23ade302cf9a7bfed2e6cf33f0,88,137,0x6a331e25dbf3d05243860679cade92e7bb8c5e7d,0x74de5d4fcbf63e00296fd95d33236b9794016631,,47830313044.0,ERC-20
0x534248d4f9c6623b22cf2ce518f14473a70dda9206543d19e6bc1ea2f87c4cd9,18909150,2024-01-01 00:52:11,0x210e7736ca8ad5aa66e5679c0c5c7fc4006befacbcefaf3a25ac97707a93941d,98,164,0xd798364225c6c7453021e8b72cf2d73a36884da8,0x74de5d4fcbf63e00296fd95d33236b9794016631,,1.351e+20,ERC-20
0x3f999519709cd8e7bf078f315948c05597d2121b4b9febb5c5f071094f09e254,18909097,2024-01-01 00:41:35,0x08c54e87afccdc61ba0b734022b8d6732493c75a71ae3ca6f5cc54c2bca3e47b,147,223,0x4ecd8d5698b134c294a26f4eb63baf32824ffe44,0xc45a81bc23a64ea556ab4cdf08a86b61cdceea8b,,2.1612905464717425e+27,ERC-20
0x08f760c77e7a5843464404bf59d1f042a8b2ec18ae9345a16940546216069eec,18908895,2024-01-01 00:00:11,0xbd0a2bd6ec0d9634a752a1f40d7e5ca3c1c78b611d4fb9d2f438be2a07aa202b,173,196,0x04891e392948724ef664509804c9619242efdd9d,0x11b815efb8f581194ae79006d24e0d814b7697f6,,3000000000.0,ERC-20
0x3cf7de18944ec32f2704fcb9fb6a1fd6e7a0843c34f46ac31e1f227509a049a9,18909006,2024-01-01 00:23:11,0x95683b1a84bc5e866c031a1ec54eb25db9da390550f4094453b2c11becea6a01,154,199,0x0000000000000000000000000000000000000000,0x61fbb052daf37a3b50616669a10c4778f08f3c6f,,7.376823e+24,ERC-20
0x5deac478747edd4986432fd1d520ca0ea298f0001536b828d15649c26a4d8519,18909194,2024-01-01 01:01:11,0x29d2396ba13d91a1822c4d27f541aa756cc77fa64a90c2ccafdc6b2733843296,74,192,0xa43fe16908251ee70ef74718545e4fe6c5ccec9f,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,,7.923541066259773e+17,ERC-20
0x11510f04071234e662392e06309180e0ce3da509aff34e58b7a6788bc6187226,18909441,2024-01-01 01:51:11,0x3a7113d861766d28a9a1af34331a3af809e4dbe0be59cfc4de91a2f04f017db0,188,434,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,3e+17,ERC-20
0x1885d31658c4957f4869f1bf8e5b101299ec9b414332717d62c2b4e06afcbb94,18909433,2024-01-01 01:49:35,0xacb94e4b6fb47b9df443b26983b7e88c383f24198fe76acbfbdf36b127a408f9,35,80,0x2947dc50cc24cc55afbf22807a49cc302d65568c,0x4594cffbfc09bc5e7ecf1c2e1c1e24f0f7d29036,,1.3137187806659852e+21,ERC-20
0x3edf617747b270840a00d3e6a38ddb163b4f27782ee70e0c0e3851bc02fb838d,18909039,2024-01-01 00:29:59,0xb7d276c613e502df2651a07604877f791800fe0d50aaf081b182208785e18736,30,118,0xf57a49b941f7725d858b657b9f82052c4d3fcb4d,0x996e1d4ce3e1e558889832832004b2466153adbe,4497,1.0,ERC-721
0x46b5fe41b54a3c50c563e168a2643184f8e52dffe8d2cb8933560a58538a9f47,18909526,2024-01-01 02:08:23,0x165fbed49d9710012ed2fbd1f636fd5fb2a3b03549cfbc18a80e6ded91aa572b,133,296,0xe7022f52b1c8a93270ac3882a30255a32207578c,0x95b564f3b3bae3f206aa418667ba000afafacc8a,,3.339e+20,ERC-20
0x1580b68442cc95a684e58ea855b739f2668cd50f71cba0211b05f9b839f157c6,18909423,2024-01-01 01:47:23,0xf344b3b39de40ad1ebeadca0af9fe8f8a434de07e24f67e06668bae089a0c959,32,82,0x0000000000000000000000000000000000000000,0xc564dcfd1e7bea9baad00e742ad82ee5f9f02704,,1.2052973e+25,ERC-20
0x30974f190ebf73952b240d28c771bd7c3f655753cfb13c3271b565fef8b28b9c,18909212,2024-01-01 01:04:47,0xd8115262eabe870bb3e84609d6dd65312d6ed4d72e0e43be71bcf6a6467181e0,53,2179,0x81b55fbe66c5ffbb8468328e924af96a84438f14,0x6dfc1c858304a10c90d57da2a97185b77852838a,348,1.0,ERC-721
0x5d96ae7c52391c1327d07e99b3f6366d2aafd97763239517c6e675e34513b79c,18909553,2024-01-01 02:13:59,0x177764bc5aef16103425d9d41ce337fbcc1b331b0d1b67b8ae9144e2fb09169f,185,296,0x55fe002aeff02f77364de339a1292923a15844b8,0xa77494f8ec2785f6cdcf05128c6cf496db34f080,,246500000.0,ERC-20
0x100dd613852b2d0640f6c916bd0471d43b86ff1889cdce782a9149aa0eba8630,18909118,2024-01-01 00:45:47,0x5d28aed5119e01a88ee9b8e04981fc6f4902f04d425a851e927a39c205e2a43c,212,430,0x0000000000000000000000000000000000000000,0xc143ca626a5a128dac615ceb130576cfbcdbadff,2009,1.0,ERC-721
0x21d85dd0be805d1a2513b8ba97950539df381aa06598db478e2c914db26ab2f6,18909221,2024-01-01 01:06:35,0xaf26ef237163cb8a1f455edc91a6f13352917f5c0b3b9473ae1dd60b8e2bdf7f,75,191,0x0000000000000000000000000000000000000000,0xecb456ea5365865ebab8a2661b0c503410e9b347,,3.1217519026632664e+16,ERC-20
0x43f6a2ac21d2d9471d060a0a1e12cbae8943a69192930a2aa03568b9cd2bd6f6,18909412,2024-01-01 01:45:11,0x7c7079e89318f06cea6c7d1f6e924e41a88cd6da952f2f1cda7ba0e0a7a7d755,124,197,0x0000000000000000000000000000000000000000,0x974f2bfa4df68a3acde38e1b28b8804a865f01a1,20,1.0,ERC-721
0x541c8fcb3354dedf1efd07a93d6d95c5f007816aa0308693bff75f1372b7c82e,18909029,2024-01-01 00:27:59,0xca53f65ed3750b1aff30a4e8a64dc1e67335c562373947f32f52b3ac6a6f8c28,61,101,0x0000000000000000000000000000000000000000,0xa5d91a92600937c4c8a604c4e5829ecfd6dcffeb,,1.1691512e+25,ERC-20
0x46c6778aa0326d802b14da26928971e21b98fec895f84845be2a9e04cb931dc8,18909489,2024-01-01 02:00:59,0xded641baeef35846f9cb11a903823545917a81ee4a261fd3edc623592bd36dee,88,199,0x57a1fcc7c7f7d253414a85ef4658b5c68dc3d63b,0x996e1d4ce3e1e558889832832004b2466153adbe,3225,1.0,ERC-721
0x0ae841160a219bce141aa6ff90f225a994820f82e2d834d038be24e471ff79a6,18909015,2024-01-01 00:24:59,0x3a0ce3c581a54ef1f5f36be8fd520a6ddc3857393f1ff2dd624c07b388bd7922,150,263,0xc6960682356e94e1c2430d7d4db85447923d34d8,0x1123bb74bbcfcaa5e5e021547e38979a4a580c7d,,1000000000000.0,ERC-20
0x186f42c0dcf3d37216f075bb6533d799cc5f7a1f3da20cef99622dcd05558be0,18909020,2024-01-01 00:26:11,0x58e21ba3ec7c75bf3cc91d410882f4ba4772af6d76fa8651c1587236a9f939da,167,272,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,0x65440f0b278d7a972b288353e86fe33e2800e85f,,1.947078647e+19,ERC-20
