block_hash,block_number,block_timestamp,transaction_hash,transaction_index,event_index,from_address,to_address,token_id,quantity,event_type
0x61d1f4eb0651121dbb50a9b25e027283a1e8556091bfeaaaf198f3d987a5251c,18909446,2024-01-01 01:52:23,0x259ca1505e1bf5d2ac0785930f93ab94b510f9109488f8f7b01de4ed365627b5,93,200,0x840760aed6bbd878c46c5850d3af0a61afcd09c8,0x149fb53785b9b7d3400b450c47d800649706da39,,13550000.0,ERC-20
0x17234c9a6273fe4924ac9465ed0415f1e195bd10f5c3f0dd38861ecc37e35836,18909389,2024-01-01 01:40:35,0x7d89e0b2bb18b0fe428ccafccd9dd09d7af201369e392c3645a4a4b530a8d1a9,218,311,0xf6f2caf94b153fff8319efcd12f1dd81de0598ed,0xcffad3200574698b78f32232aa9d63eabd290703,,253850242.0,ERC-20
0x2b8a3e44fb528e6cd34c5d3782a88fdf84b84d863e66363a108b1e9df5e87c2b,18909392,2024-01-01 01:41:11,0xf0aac6411c081fa09fcdbd02842bf3657a8061bc03cb4fc4cd532faa7a387469,144,419,0x0000000000000000000000000000000000000000,0xc564dcfd1e7bea9baad00e742ad82ee5f9f02704,,1.2052944e+25,ERC-20
0x3cb8ae13dbdee0cbb67af3f3abedd3ece2b0b0f3196488cc1bc2e171bf2353fd,18909055,2024-01-01 00:33:11,0xcdc4d9eac64e336dcf953459f40b431c488f0cb9d2d3b04a6581bdfdaf6debff,154,285,0x218d75b17f491793a96ab4326c7875950359a80c,0x996e1d4ce3e1e558889832832004b2466153adbe,369,1.0,ERC-721
0x398979d242ac3243a5fccc0c2b23d513b778f45807bc7a6b0b22320e1a04123d,18908934,2024-01-01 00:08:23,0x71066e71dd121b9c3496ab9dd763e0429b8958395315fce44bbd817c9a40bb7c,138,234,0x72065f519e2569f1d1fd6cf45644ddf5e1c7a96a,0xc5833628bbeb908f1cd89351e97fa73e265e6227,,5.840272767727529e+19,ERC-20
0x24900d46e49803c696bdf2af94d0b52c2ecb3f285a6f40471ddc9fa95170fc90,18909143,2024-01-01 00:50:47,0xad69fd6eadde7e41d710d104963bf21575ca042af10e83156c9f0f6bf850eadf,105,265,0x18ae0fe9a45e4f7dedbeb5ce2ff33062ea4c616d,0xf42d78b686fc652ea58417e85967c1659cbfc6a3,5194,1.0,ERC-721
0x5f4a5aaefaf55c4e3ccdfc1832b3bbf8bb0f5cbc8db07d57c8f4ef8d72855e48,18909129,2024-01-01 00:47:59,0xc61f20b7267723add96b3eea420bdff88b4d551b33169bdea7b9f58efcc168b8,25,112,0x23cf17b3ac3d05d2dc6e3906b11b3b276b3b9101,0xe6026f60efc3d0e714f1b89c596aa484ffbd25c8,,6.70893155122e+21,ERC-20
0x47be738ef4421ef69290dfbd3820d4d3561885570597a18f737bf63e586edbf0,18909080,2024-01-01 00:38:11,0xdcb6cc06a987b07daf7f0b2601c4d325be0314d427113f08291b911e5f8d4b20,210,293,0xdffc9812fe60596c997511de0087749a25e52c88,0x4e3ee5e7bda77076f6976c4ed28b1464a757c4f1,,7e+19,ERC-20
0x1c5258b08964de2ee296b8c4254a68ab5eb419ea14e6a619e8016d9e58ad5eba,18909166,2024-01-01 00:55:23,0x8baec4ff104a8e29007748bf5eb47363b25c87211ee49969b8b4de952f8c42b9,34,81,0xf60c2ea62edbfe808163751dd0d8693dcb30019c,0xc0070c87b482b7baa978a1c0f90e8147f4881a1b,,1983194829.0,ERC-20
0x07911db02d8749e4e2bcbc476630067185481ca655202f092164e51ef2f19156,18909286,2024-01-01 01:19:47,0xcc4a74e2f43eabaacc72031d3f7e0c32d0c44410b37994d96c7554892b9764b3,57,133,0x0000000000000000000000000000000000000000,0xaa66853d3071c98b2b3c968d2ee8cef6c77cdf61,5,1.0,ERC-1155
0x5a43bf9472a7ba0ff7ab41973ece8c4ff36c8fb1c0ee3030f0d236c5f562eb0e,18909281,2024-01-01 01:18:47,0xb097e28da66a853bcd15a83a193d8817b1c4c61aa08628e47aa352a3d15fcf78,45,132,0xac3d3d613c7a5d093a27864dfa243a4c6229c08d,0xf0d4c12a5768d806021f80a262b4d39d26c58b8d,,4.936238927407344e+19,ERC-20
0x186f42c0dcf3d37216f075bb6533d799cc5f7a1f3da20cef99622dcd05558be0,18909020,2024-01-01 00:26:11,0xb93194e2796afb546888430a9e97660cabbe31cdf27d607a5055c833988375a0,227,478,0x0000000000000000000000000000000000000000,0xa5d91a92600937c4c8a604c4e5829ecfd6dcffeb,,1.1513838e+25,ERC-20
0x17090caf969ad63d2b6e9931d783d2b5fdb50d89372f99a7d2e2116b50c1793c,18908931,2024-01-01 00:07:35,0xa70db9343f78b61ee54df44ba0936465dcc684371bb0e9ccfcfa11ddfeb61aef,29,130,0xdd9129dab356ccb6cdea8b2fc2b27a9d14304dd9,0x332edecca706923292f8157ae212008a25ce6849,,3.23572e+22,ERC-20
0x0ae841160a219bce141aa6ff90f225a994820f82e2d834d038be24e471ff79a6,18909015,2024-01-01 00:24:59,0x32399b40b51b5d3ac3d7d165ba539cdc7c0c5ba871cee9904cafa891595a25fc,138,243,0x2b65ae2fc9eb656440f0134585763f138934cf3c,0x5353a1256fecf9684b34e852cea0c764860d6a49,,1.073254547159932e+19,ERC-20
0x4f88547947da022cef82fb939bbb6baefa37896cf0b696e29f10d6ffc258aabb,18909165,2024-01-01 00:55:11,0x813cf526229988e0cafa8bbd3fab7c3e8024630b2e4be624002882b66ddce544,72,125,0x88ad09518695c6c3712ac10a214be5109a655671,0x4cb6f0ef0eeb503f8065af1a6e6d5dd46197d3d9,,1.0657950522401056e+23,ERC-20
0x10c344255b1576c90f6709720700263f1c14e2099132a6921b178e93ceadeb14,18909265,2024-01-01 01:15:35,0x1a74c97f9387e23850b3d354d13983a6013ae967afe7e6f8c9e68dae47de9d80,140,253,0x0000000000000000000000000000000000000000,0x5615f86330e92ba74658159878b2dbf4c1188888,,4.561981e+24,ERC-20
0x0c8a5a744b2cf3665b9ab202b0e36103c1cbde5e293b5025df10c596e0a760ab,18909493,2024-01-01 02:01:47,0x4b596404f67dda1bfa9af8e7c9057190e99fe1b8648af2273466ab54b2e8b05e,108,97,0x5c8934751ac38026995cb4ded94c4cb6f6d929fe,0x5c7bcd6e7de5423a257d81b442095a1a6ced35c5,,1.0824161072995662e+18,ERC-20
0x477b9fb520fc7e570762bff5f35df87d9b04674dd520f91d8da321a26138582a,18909136,2024-01-01 00:49:23,0x6a1f0b5f3e70f23f36cf60f8c3f7a877337045574d4e2d946cbf29d4175db99e,96,217,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,3500000000000000.0,ERC-20
0x2c094783ab185a4f8eb216258b9673da96d5e8f1b8423c86fa219e1161e343a9,18909335,2024-01-01 01:29:35,0xa689c5ce60f56a5a63aff8a59f47e1c4ed2c47420f5d57fefd35b26559ee54ad,57,342,0xadc649a34762235847682b80c6deac8cee88236c,0x91c40d69e2f957adc48adeaa541ee4a099832367,,1.49367815784e+26,ERC-20
0x3c32e7526a68d57a764c65a8e609a61a2519d71a7ba8f673588d72b288c063c7,18909260,2024-01-01 01:14:35,0x908ae7838be1b77f9d761324fbafd8a227d0f16739e87fbed25d9c9338fd5943,71,194,0xdaf1695c41327b61b9b9965ac6a5843a3198cf07,0x7122985656e38bdc0302db86685bb972b145bd3c,,9.968409424823232e+17,ERC-20
0x4ae8d5f033959e1a549e6d2ba4cb5af2983e05cab5c558ae2b8de5d3a0d853ec,18909314,2024-01-01 01:25:23,0x9b281ef9861ac04e808b854906bcabe848f8b7894f27d1b08f1ff6bfca0154b2,61,66,0xe592427a0aece92de3edee1f18e0157c05861564,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,1.0951086780648168e+18,ERC-20
0x17234c9a6273fe4924ac9465ed0415f1e195bd10f5c3f0dd38861ecc37e35836,18909389,2024-01-01 01:40:35,0x647d463cb2c33c6d5f0adb8cff096a9ed7e6d6f8f01fa845249e023850cb941c,232,325,0x677967aa04261a37ab47b0490286e81fc9596d6b,0xcffad3200574698b78f32232aa9d63eabd290703,,264890000.0,ERC-20
0x362ed5999b83ff94f2ce2176f7dd096c27b1acbdf8bfa9e4d7ed404e11434ee1,18909391,2024-01-01 01:40:59,0xb43071635f33de2cc69a3b0fd88957dec6faf8a2ec6c9492cc91b37900884b7b,75,200,0x0000000000000000000000000000000000000000,0x3a59842fbf20b54d84c3505fc206f5cf7b56f4d9,155,1.0,ERC-721
0x38de0ef3e412c22e194c939832a7c427d715ca2545bae0ecf68682a6474de73a,18909477,2024-01-01 01:58:35,0x0406ddbfd70573feb622568ee0f4ad13b245707ffaeeffee113d29184e4e7b4b,150,255,0xf10d002d6e9f57be3a53158e024a7d9d10b8331f,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,,1.0099271311914304e+16,ERC-20
0x541c8fcb3354dedf1efd07a93d6d95c5f007816aa0308693bff75f1372b7c82e,18909029,2024-01-01 00:27:59,0xca53f65ed3750b1aff30a4e8a64dc1e67335c562373947f32f52b3ac6a6f8c28,61,97,0x0000000000000000000000000000000000000000,0x33af5dcdb1eda890efa52470408141b37917f76e,,0.0,ERC-20
0x55a9715e89b3a5a5e494bf0b473ad3c530ace2c2ef46b3540d3d8ab2e7299ab4,18909507,2024-01-01 02:04:35,0x4653f2c8514521d64c28d2cdc72482a561ad6657c95dd652477c2f49f9d58d8a,16,42,0x260f00008dd24a10006e00fd8d64236d26a50000,0xdc95346d5580fee505bba6047d14373fb983ebed,,4.2591373473769056e+17,ERC-20
0x100dd613852b2d0640f6c916bd0471d43b86ff1889cdce782a9149aa0eba8630,18909118,2024-01-01 00:45:47,0xcd30976f1b1db09317c522f4b62f887972c32242a37476a8241a53f579b3a3aa,253,470,0x3af73bb96b335fc0fd2c4cf39ce95f3ff8c8de66,0xa9d86495b367381fc2183bf4a8b85712d9ceccff,,185033062011.0,ERC-20
0x2e9f37f52f80641d8cee56920fc045ca160e7bfd8f1d2a38fb78d6c122364109,18909324,2024-01-01 01:27:23,0x4b40575ae3b92db263d14d084f687a380ec7a225ebe91e861bcff2bd902d170c,93,210,0x0000000000000000000000000000000000000000,0xaf3c9c1ef9f62c83b37f5b61b44a02498cf90195,,5.516595546204121e+25,ERC-20
0x63dfbf6ecd1b7cbdbf5ae989e72a9ea3a8912bf795c5390ac0be515faee40bbd,18909201,2024-01-01 01:02:35,0x5b769c9909f4b2c545482778ed57e700b3844e94ec83c0a0e532ac26a9ff257b,33,102,0x79ac1b2659cd467d026e859f4939781437a65a32,0x83c1d8c1dac70925c0d3e979563424606272627e,,0.0,ERC-20
0x47be738ef4421ef69290dfbd3820d4d3561885570597a18f737bf63e586edbf0,18909080,2024-01-01 00:38:11,0x3765b48ca1379432d2e8455872995069050938e16f8cf2e09318f16fa229e7d1,132,144,0xb8d88bd689294935082e92dd80d36d4578165b9b,0x0d0707963952f2fba59dd06f2b425ace40b492fe,,9.700002278996376e+23,ERC-20
0x61c4f9ba2e10d99ae50164e2112a447383b99da9f287538abc32fb1e3473d253,18909001,2024-01-01 00:22:11,0x34517ded5c8b8433d9c297b3e8c4ecfcc1fe63fc242f89486cabf80f37c9cccd,30,15,0x0000000000000000000000000000000000000000,0x9f452b7cc24e6e6fa690fe77cf5dd2ba3dbf1ed9,,650000000000.0,ERC-20
0x3f999519709cd8e7bf078f315948c05597d2121b4b9febb5c5f071094f09e254,18909097,2024-01-01 00:41:35,0x39ed59900616ed7fc3e203f2ca38caec01a280d59168a33ca8e79ee9c42b82b6,115,125,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0xc48396f068c62e0192c9f2c1caa7e07bbd15dbc7,,2.5e+17,ERC-20
0x50bdf7043844a43b2149fa6cf123ca74606fd522622db531b2c8ee16828e5952,18909193,2024-01-01 01:00:59,0x07dcfa9e1466da21575b85b2d2a33c89fc6b026609c35b602dedd905dc1cb482,189,296,0x55d080cf5cc6ecd0f44e3a43561ffca61c177568,0x0000000000000000000000000000000000000000,,5.7e+16,ERC-20
0x1f4701c9f169d7f8d3291037983e8b83dac58cb5057bce9a56db3b6afd483e20,18909275,2024-01-01 01:17:35,0x4a72a045054fd3d5d1ec0ffb9dbdc713a9ffa43bd44944e66a7453c94f5b8017,237,373,0x0000000000000000000000000000000000000000,0x14cd2d6f57927120721b450fe74a0c0292ee22b1,,0.0,ERC-20
0x44cc27b1efe22b3f52300d8cd0aa7cd30a04eb2eb1995952d89fc61b10ba1246,18909376,2024-01-01 01:37:59,0x16c14ba61ab00f6afc43ec6978c3d5dc828db850d92df5ea2e6616476bd45ce8,97,221,0x0000000000000000000000000000000000000000,0x974f2bfa4df68a3acde38e1b28b8804a865f01a1,5,1.0,ERC-721
0x1aba1f8b9e90c1c2df1ee2115997bb05f89cbde3c154aa2a51fc46fd4b4941e4,18908976,2024-01-01 00:16:59,0x57f4119e81200feabd2b199564951e472ad5bc5309df30f0eeda0c98f2f6015d,53,154,0x59af66219c4ed056ca30246cc2787efa05d86560,0xdd938d813671c6e2a636a941bc6829a12d9398b4,,1.37085e+21,ERC-20
0x38d9d699c5a387ed2ebc6e4d02d2ee28278d7dfc12b4516a362d2d4c8ab78005,18909425,2024-01-01 01:47:47,0xa94c4a5721c04c79f19d32fabfa9ceb15d13c902c0fc82214aa9e58bfe66ef7e,105,247,0xc99aaf7d8b9027ca91468ddfca233fb4ebfcd053,0x91c9d2bc19b19d7da22b9b9db67f4c4fcb0bf8c6,3413,1.0,ERC-721
0x541c8fcb3354dedf1efd07a93d6d95c5f007816aa0308693bff75f1372b7c82e,18909029,2024-01-01 00:27:59,0xca53f65ed3750b1aff30a4e8a64dc1e67335c562373947f32f52b3ac6a6f8c28,61,112,0x0000000000000000000000000000000000000000,0xd6ee8e5619fb226e7d5a5d9828c1f6c0d34fb219,,0.0,ERC-20
0x1dce7beabf8096b7b48db56930e98a97c1bed9e7fbc6d1a271e80c8788b2e0ec,18908978,2024-01-01 00:17:23,0x3f64317395704e1afebf75e4f6239a5c0de9e3ecf53660ff22d56ad97feb578d,21,152,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,0x2e81ec0b8b4022fac83a21b2f2b4b8f5ed744d70,,3.8249637436403866e+17,ERC-20
